i,j,PSR,parameters,parm
5,1418,1.0175,energr,1418
5,1419,1.0039999,anxiety_ra,1419
5,1420,1.0179,srMentH,1420
5,1421,1.0007,srPhysH,1421
5,1422,1.0032001,srLivSit,1422
5,1423,1.0066,srDrugFree,1423
5,1424,1.006,srSocNet,1424
5,1425,1.0043,srSexRx,1425
5,1426,1.007,ssHelp,1426
5,1427,1.0104001,ssEmoHelp,1427
5,1428,1.0268,ssNewFri,1428
5,1429,1.0057,smAppFreq,1429
5,1430,1.01,datingAppF,1430
5,1431,1.0186,losAng,1431
5,1432,1.0256,RaceEthnic#2,1432
5,1433,1.0088,RaceEthnic#3,1433
5,1434,1.0028,RaceEthnic#4,1434
5,1435,1.0089,female,1435
5,1436,1.0077,cis,1436
5,1437,1.0064,heterosexu,1437
5,1438,1.0154999,employed,1438
5,1439,1.0101,poverty,1439
5,1440,1.0319999,insured,1440
5,1441,1.0314,healthProv,1441
5,1442,1.0164,medicalUti,1442
5,1443,1.0064,erCare_re,1443
5,1444,1.0068001,sapro_lf,1444
5,1445,1.0052,hivpp_lf,1445
5,1446,1.008,homeless_l,1446
5,1447,1.0228,incarcerat,1447
5,1448,1.02,sexex_lf,1448
5,1449,1.0122,suicide_lf,1449
5,1450,1.0075001,hospitalmh,1450
5,1451,1.0161999,sexab_lf,1451
5,1452,1.0024,tmx5old_lf,1452
5,1453,1.028,tmrob_lf,1453
5,1454,1.0217,tmotinj_lf,1454
5,1455,1.0053999,tmotmdr_lf,1455
5,1456,1.0028,xdrug_r,1456
5,1457,1.0082,smoke_lf,1457
5,1458,nan, Residual Var.,1458
5,1459,nan,Tau,1459
5,1460,1.0263, Grand Mean,1460
5,1461,1.0057,depression,1461
5,1462,1.0304,age,1462
5,1463,1.0016,audit_c,1463
5,1464,1.0019,count_lf,1464
5,1465,1.0188,ptsd,1465
5,1466,1.0216,anxietyr,1466
5,1467,1.0157,sadr,1467
5,1468,1.0108,intfsocr,1468
5,1469,1.0249,energr,1469
5,1470,1.008,anxiety_ra,1470
5,1471,1.0239,srMentH,1471
5,1472,1.0496,srPhysH,1472
5,1473,1.0017,srLivSit,1473
5,1474,1.0039999,srDrugFree,1474
5,1475,1.015,srSocNet,1475
5,1476,1.0166,srSexRx,1476
5,1477,1.0104001,ssHelp,1477
5,1478,1.0048,ssEmoHelp,1478
5,1479,1.0055,ssNewFri,1479
5,1480,1.0286,smAppFreq,1480
5,1481,1.0106,datingAppF,1481
5,1482,1.0369999,losAng,1482
5,1483,1.0147001,RaceEthnic#2,1483
5,1484,1.0106,RaceEthnic#3,1484
5,1485,1.0154999,RaceEthnic#4,1485
5,1486,1.017,female,1486
5,1487,1.0012,cis,1487
5,1488,1.008,heterosexu,1488
5,1489,1.1091,employed,1489
5,1490,1.0721999,poverty,1490
5,1491,1.0908999,insured,1491
5,1492,1.0375,healthProv,1492
5,1493,1.0283,medicalUti,1493
5,1494,1.0669,erCare_re,1494
5,1495,1.018,sapro_lf,1495
5,1496,1.0596,hivpp_lf,1496
5,1497,1.0062,homeless_l,1497
5,1498,1.0662,incarcerat,1498
5,1499,1.0096,ipv_lf,1499
5,1500,1.085,suicide_lf,1500
5,1501,1.0367,hospitalmh,1501
5,1502,1.0305001,sexab_lf,1502
5,1503,1.061,tmx5old_lf,1503
5,1504,1.1183,tmrob_lf,1504
5,1505,1.0115,tmotinj_lf,1505
5,1506,1.0039001,tmotmdr_lf,1506
5,1507,1.0393,xdrug_r,1507
5,1508,1.0144,smoke_lf,1508
5,1509,nan, Residual Var.,1509
5,1510,nan,Tau,1510
5,1511,1.0122, Grand Mean,1511
5,1512,1.0052,depression,1512
5,1513,1.0259,age,1513
5,1514,1.0006,audit_c,1514
5,1515,1.0046999,count_lf,1515
5,1516,1.0052,ptsd,1516
5,1517,1.0042,anxietyr,1517
5,1518,1.0140001,sadr,1518
5,1519,1.0033,intfsocr,1519
5,1520,1.0039001,energr,1520
5,1521,1.0334001,anxiety_ra,1521
5,1522,1.0037,srMentH,1522
5,1523,1.0068001,srPhysH,1523
5,1524,1.0194,srLivSit,1524
5,1525,1.0082999,srDrugFree,1525
5,1526,1.0053,srSocNet,1526
5,1527,1.0074,srSexRx,1527
5,1528,1.0013,ssHelp,1528
5,1529,1.0044,ssEmoHelp,1529
5,1530,1.0022,ssNewFri,1530
5,1531,1.0345,smAppFreq,1531
5,1532,1.0225,datingAppF,1532
5,1533,1.006,losAng,1533
5,1534,1.0025001,RaceEthnic#2,1534
5,1535,1.005,RaceEthnic#3,1535
5,1536,1.0109,RaceEthnic#4,1536
5,1537,1.0096,female,1537
5,1538,1.0084,cis,1538
5,1539,1.0061001,heterosexu,1539
5,1540,1.0095,employed,1540
5,1541,1.0452,poverty,1541
5,1542,1.0663,insured,1542
5,1543,1.0418,healthProv,1543
5,1544,1.0137,medicalUti,1544
5,1545,1.0146,erCare_re,1545
5,1546,1.013,sapro_lf,1546
5,1547,1.0085,hivpp_lf,1547
5,1548,1.0038,homeless_l,1548
5,1549,1.0361,incarcerat,1549
5,1550,1.0108,ipv_lf,1550
5,1551,1.1087,sexex_lf,1551
5,1552,1.001,hospitalmh,1552
5,1553,1.022,sexab_lf,1553
5,1554,1.0112,tmx5old_lf,1554
5,1555,1.0253,tmrob_lf,1555
5,1556,1.0042,tmotinj_lf,1556
5,1557,1.0093,tmotmdr_lf,1557
5,1558,1.033,xdrug_r,1558
5,1559,1.0039999,smoke_lf,1559
5,1560,nan, Residual Var.,1560
5,1561,nan,Tau,1561
5,1562,1.0098, Grand Mean,1562
5,1563,1.0036,depression,1563
5,1564,1.0312001,age,1564
5,1565,1.0010999,audit_c,1565
5,1566,1.002,count_lf,1566
5,1567,1.0064,ptsd,1567
5,1568,1.0108,anxietyr,1568
5,1569,1.0244,sadr,1569
5,1570,1.0017999,intfsocr,1570
5,1571,1.0256,energr,1571
5,1572,1.0046,anxiety_ra,1572
5,1573,1.0068001,srMentH,1573
5,1574,1.0115,srPhysH,1574
5,1575,1.0381,srLivSit,1575
5,1576,1.0096,srDrugFree,1576
5,1577,1.0145,srSocNet,1577
5,1578,1.0053999,srSexRx,1578
5,1579,1.0082999,ssHelp,1579
5,1580,1.0142,ssEmoHelp,1580
5,1581,1.0046999,ssNewFri,1581
5,1582,1.0332,smAppFreq,1582
5,1583,1.0236,datingAppF,1583
5,1584,1.0021,losAng,1584
5,1585,1.0044,RaceEthnic#2,1585
5,1586,1.0096,RaceEthnic#3,1586
5,1587,1.0112,RaceEthnic#4,1587
5,1588,1.0231,female,1588
5,1589,1.0064,cis,1589
5,1590,1.0290999,heterosexu,1590
5,1591,1.0127,employed,1591
5,1592,1.0075999,poverty,1592
5,1593,1.0203,insured,1593
5,1594,1.0143,healthProv,1594
5,1595,1.0088,medicalUti,1595
5,1596,1.0098,erCare_re,1596
5,1597,1.0197001,sapro_lf,1597
5,1598,1.0389,hivpp_lf,1598
5,1599,1.0045,homeless_l,1599
5,1600,1.0966001,incarcerat,1600
5,1601,1.0178,ipv_lf,1601
5,1602,1.0293,sexex_lf,1602
5,1603,1.0181,suicide_lf,1603
5,1604,1.0038,hospitalmh,1604
5,1605,1.0488,tmx5old_lf,1605
5,1606,1.0307,tmrob_lf,1606
5,1607,1.0141,tmotinj_lf,1607
5,1608,1.0041,tmotmdr_lf,1608
5,1609,1.0204,xdrug_r,1609
5,1610,1.0417,smoke_lf,1610
5,1611,nan, Residual Var.,1611
5,1612,nan,Tau,1612
5,1613,1.0193, Grand Mean,1613
5,1614,1.0118999,depression,1614
5,1615,1.0091,age,1615
5,1616,1.012,audit_c,1616
5,1617,1.0269001,count_lf,1617
5,1618,1.0122,ptsd,1618
5,1619,1.0065,anxietyr,1619
5,1620,1.0064,sadr,1620
5,1621,1.0096,intfsocr,1621
5,1622,1.0063,energr,1622
5,1623,1.0096999,anxiety_ra,1623
5,1624,1.0048,srMentH,1624
5,1625,1.0254,srPhysH,1625
5,1626,1.0179,srLivSit,1626
5,1627,1.0035,srDrugFree,1627
5,1628,1.0073,srSocNet,1628
5,1629,1.0092,srSexRx,1629
5,1630,1.0024,ssHelp,1630
5,1631,1.0194,ssEmoHelp,1631
5,1632,1.0055,ssNewFri,1632
5,1633,1.0136,smAppFreq,1633
5,1634,1.0147001,datingAppF,1634
5,1635,1.0013,losAng,1635
5,1636,1.0046999,RaceEthnic#2,1636
5,1637,1.0211999,RaceEthnic#3,1637
5,1638,1.0028,RaceEthnic#4,1638
5,1639,1.0053999,female,1639
5,1640,1.023,cis,1640
5,1641,1.0113,heterosexu,1641
5,1642,1.0239,employed,1642
5,1643,1.0476,poverty,1643
5,1644,1.0283999,insured,1644
5,1645,1.0164,healthProv,1645
5,1646,1.0182,medicalUti,1646
5,1647,1.0118999,erCare_re,1647
5,1648,1.0132999,sapro_lf,1648
5,1649,1.1245,hivpp_lf,1649
5,1650,1.0105,homeless_l,1650
5,1651,1.0637,incarcerat,1651
5,1652,1.0062,ipv_lf,1652
5,1653,1.0674,sexex_lf,1653
5,1654,1.0099,suicide_lf,1654
5,1655,1.0075999,hospitalmh,1655
5,1656,1.03,sexab_lf,1656
5,1657,1.0953,tmrob_lf,1657
5,1658,1.0209,tmotinj_lf,1658
5,1659,1.0102,tmotmdr_lf,1659
5,1660,1.0282,xdrug_r,1660
5,1661,1.0269001,smoke_lf,1661
5,1662,nan, Residual Var.,1662
5,1663,nan,Tau,1663
5,1664,1.0575, Grand Mean,1664
5,1665,1.0207,depression,1665
5,1666,1.0559,age,1666
5,1667,1.0046,audit_c,1667
5,1668,1.0154001,count_lf,1668
5,1669,1.0017,ptsd,1669
5,1670,1.0046,anxietyr,1670
5,1671,1.0189,sadr,1671
5,1672,1.0159,intfsocr,1672
5,1673,1.0817,energr,1673
5,1674,1.0056,anxiety_ra,1674
5,1675,1.0067,srMentH,1675
5,1676,1.0061001,srPhysH,1676
5,1677,1.0354,srLivSit,1677
5,1678,1.0152,srDrugFree,1678
5,1679,1.0056,srSocNet,1679
5,1680,1.057,srSexRx,1680
5,1681,1.0032001,ssHelp,1681
5,1682,1.0362,ssEmoHelp,1682
5,1683,1.0034,ssNewFri,1683
5,1684,1.0051,smAppFreq,1684
5,1685,1.0599,datingAppF,1685
5,1686,1.0023,losAng,1686
5,1687,1.0174,RaceEthnic#2,1687
5,1688,1.0434,RaceEthnic#3,1688
5,1689,1.0223,RaceEthnic#4,1689
5,1690,1.0999,female,1690
5,1691,1.0159,cis,1691
5,1692,1.0504,heterosexu,1692
5,1693,1.1399,employed,1693
5,1694,1.217,poverty,1694
5,1695,1.1057,insured,1695
5,1696,1.099,healthProv,1696
5,1697,1.0233001,medicalUti,1697
5,1698,1.0094,erCare_re,1698
5,1699,1.0197999,sapro_lf,1699
5,1700,1.0456001,hivpp_lf,1700
5,1701,1.0031,homeless_l,1701
5,1702,1.1421,incarcerat,1702
5,1703,1.0366,ipv_lf,1703
5,1704,1.1260999,sexex_lf,1704
5,1705,1.0267,suicide_lf,1705
5,1706,1.0147001,hospitalmh,1706
5,1707,1.0372,sexab_lf,1707
5,1708,1.103,tmx5old_lf,1708
5,1709,1.0154001,tmotinj_lf,1709
5,1710,1.0694,tmotmdr_lf,1710
5,1711,1.0947,xdrug_r,1711
5,1712,1.1207,smoke_lf,1712
5,1713,nan, Residual Var.,1713
5,1714,nan,Tau,1714
5,1715,1.0088, Grand Mean,1715
5,1716,1.0166,depression,1716
5,1717,1.0295,age,1717
5,1718,1.0041,audit_c,1718
5,1719,1.0016,count_lf,1719
5,1720,1.001,ptsd,1720
5,1721,1.0094,anxietyr,1721
5,1722,1.0064,sadr,1722
5,1723,1.0073,intfsocr,1723
5,1724,1.0232,energr,1724
5,1725,1.0127,anxiety_ra,1725
5,1726,1.0053999,srMentH,1726
5,1727,1.0009,srPhysH,1727
5,1728,1.0529,srLivSit,1728
5,1729,1.0068001,srDrugFree,1729
5,1730,1.0091,srSocNet,1730
5,1731,1.0009,srSexRx,1731
5,1732,1.0351,ssHelp,1732
5,1733,1.0006,ssEmoHelp,1733
5,1734,1.0035,ssNewFri,1734
5,1735,1.021,smAppFreq,1735
5,1736,1.0294,datingAppF,1736
5,1737,1.0495,losAng,1737
5,1738,1.0437,RaceEthnic#2,1738
5,1739,1.0233999,RaceEthnic#3,1739
5,1740,1.0125999,RaceEthnic#4,1740
5,1741,1.0014,female,1741
5,1742,1.0019,cis,1742
5,1743,1.0062,heterosexu,1743
5,1744,1.0815001,employed,1744
5,1745,1.054,poverty,1745
5,1746,1.0194,insured,1746
5,1747,1.0326,healthProv,1747
5,1748,1.0154001,medicalUti,1748
5,1749,1.0146,erCare_re,1749
5,1750,1.0132999,sapro_lf,1750
5,1751,1.0871,hivpp_lf,1751
5,1752,1.0005,homeless_l,1752
5,1753,1.0687,incarcerat,1753
5,1754,1.0214,ipv_lf,1754
5,1755,1.0085,sexex_lf,1755
5,1756,1.0067,suicide_lf,1756
5,1757,1.0093,hospitalmh,1757
5,1758,1.0154001,sexab_lf,1758
5,1759,1.022,tmx5old_lf,1759
5,1760,1.0181,tmrob_lf,1760
5,1761,1.0175,tmotmdr_lf,1761
5,1762,1.0306,xdrug_r,1762
5,1763,1.0226001,smoke_lf,1763
5,1764,nan, Residual Var.,1764
5,1765,nan,Tau,1765
5,1766,1.0073, Grand Mean,1766
5,1767,1.0196,depression,1767
5,1768,1.0152,age,1768
5,1769,1.0017,audit_c,1769
5,1770,1.0036,count_lf,1770
5,1771,1.0118999,ptsd,1771
5,1772,1.0025001,anxietyr,1772
5,1773,1.0031,sadr,1773
5,1774,1.0163,intfsocr,1774
5,1775,1.0331,energr,1775
5,1776,1.0487,anxiety_ra,1776
5,1777,1.0156,srMentH,1777
5,1778,1.0016,srPhysH,1778
5,1779,1.0355,srLivSit,1779
5,1780,1.0075001,srDrugFree,1780
5,1781,1.0113,srSocNet,1781
5,1782,1.0146,srSexRx,1782
5,1783,1.0196,ssHelp,1783
5,1784,1.0091,ssEmoHelp,1784
5,1785,1.0015,ssNewFri,1785
5,1786,1.0144,smAppFreq,1786
5,1787,1.0238,datingAppF,1787
5,1788,1.0184,losAng,1788
5,1789,1.0405999,RaceEthnic#2,1789
5,1790,1.0264,RaceEthnic#3,1790
5,1791,1.0037,RaceEthnic#4,1791
5,1792,1.0139,female,1792
5,1793,1.0125,cis,1793
5,1794,1.0228,heterosexu,1794
5,1795,1.0625,employed,1795
5,1796,1.0268,poverty,1796
5,1797,1.0308,insured,1797
5,1798,1.016,healthProv,1798
5,1799,1.0448,medicalUti,1799
5,1800,1.0165,erCare_re,1800
5,1801,1.0144,sapro_lf,1801
5,1802,1.1160001,hivpp_lf,1802
5,1803,1.0013,homeless_l,1803
5,1804,1.0791,incarcerat,1804
5,1805,1.0045,ipv_lf,1805
5,1806,1.0017999,sexex_lf,1806
5,1807,1.0101,suicide_lf,1807
5,1808,1.0029,hospitalmh,1808
5,1809,1.0048,sexab_lf,1809
5,1810,1.02,tmx5old_lf,1810
5,1811,1.0535001,tmrob_lf,1811
5,1812,1.0209,tmotinj_lf,1812
5,1813,1.0161999,xdrug_r,1813
5,1814,1.0112,smoke_lf,1814
5,1815,nan, Residual Var.,1815
5,1816,nan,Tau,1816
5,1817,1.0078, Grand Mean,1817
5,1818,1.0172,depression,1818
5,1819,1.0182,age,1819
5,1820,1.0028,audit_c,1820
5,1821,1.0106,count_lf,1821
5,1822,1.0063,ptsd,1822
5,1823,1.0025001,anxietyr,1823
5,1824,1.0015,sadr,1824
5,1825,1.0027,intfsocr,1825
5,1826,1.012,energr,1826
5,1827,1.0096999,anxiety_ra,1827
5,1828,1.0127,srMentH,1828
5,1829,1.0053999,srPhysH,1829
5,1830,1.0087,srLivSit,1830
5,1831,1.0171,srDrugFree,1831
5,1832,1.0094,srSocNet,1832
5,1833,1.0335,srSexRx,1833
5,1834,1.0082999,ssHelp,1834
5,1835,1.0164,ssEmoHelp,1835
5,1836,1.0196,ssNewFri,1836
5,1837,1.0048,smAppFreq,1837
5,1838,1.0317,datingAppF,1838
5,1839,1.0003999,losAng,1839
5,1840,1.0094,RaceEthnic#2,1840
5,1841,1.0046999,RaceEthnic#3,1841
5,1842,1.0206,RaceEthnic#4,1842
5,1843,1.0108,female,1843
5,1844,1.0154999,cis,1844
5,1845,1.0276,heterosexu,1845
5,1846,1.0637,employed,1846
5,1847,1.0685,poverty,1847
5,1848,1.0365,insured,1848
5,1849,1.0619,healthProv,1849
5,1850,1.0483,medicalUti,1850
5,1851,1.0203,erCare_re,1851
5,1852,1.016,sapro_lf,1852
5,1853,1.0136,hivpp_lf,1853
5,1854,1.0099,homeless_l,1854
5,1855,1.0980999,incarcerat,1855
5,1856,1.0049,ipv_lf,1856
5,1857,1.0434,sexex_lf,1857
5,1858,1.0288,suicide_lf,1858
5,1859,1.0053999,hospitalmh,1859
5,1860,1.0216,sexab_lf,1860
5,1861,1.0287,tmx5old_lf,1861
5,1862,1.0788,tmrob_lf,1862
5,1863,1.0307,tmotinj_lf,1863
5,1864,1.0293,tmotmdr_lf,1864
5,1865,1.0305001,smoke_lf,1865
5,1866,nan, Residual Var.,1866
5,1867,nan,Tau,1867
5,1868,1.0088, Grand Mean,1868
5,1869,1.0086,depression,1869
5,1870,1.0122,age,1870
5,1871,1.0006,audit_c,1871
5,1872,1.0026,count_lf,1872
5,1873,1.0046999,ptsd,1873
5,1874,1.0074,anxietyr,1874
5,1875,1.0226001,sadr,1875
5,1876,1.0093,intfsocr,1876
5,1877,1.0108,energr,1877
5,1878,1.0024,anxiety_ra,1878
5,1879,1.0146,srMentH,1879
5,1880,1.0148,srPhysH,1880
5,1881,1.0249,srLivSit,1881
5,1882,1.0014,srDrugFree,1882
5,1883,1.0093,srSocNet,1883
5,1884,1.0035,srSexRx,1884
5,1885,1.0089999,ssHelp,1885
5,1886,1.0154001,ssEmoHelp,1886
5,1887,1.0035,ssNewFri,1887
5,1888,1.0005,smAppFreq,1888
5,1889,1.0316,datingAppF,1889
5,1890,1.0034,losAng,1890
5,1891,1.0029,RaceEthnic#2,1891
5,1892,1.0057,RaceEthnic#3,1892
5,1893,1.0159,RaceEthnic#4,1893
5,1894,1.0315,female,1894
5,1895,1.0082,cis,1895
5,1896,1.0017999,heterosexu,1896
5,1897,1.006,employed,1897
5,1898,1.0071,poverty,1898
5,1899,1.1015,insured,1899
5,1900,1.0944999,healthProv,1900
5,1901,1.0190001,medicalUti,1901
5,1902,1.0135,erCare_re,1902
5,1903,1.0226001,sapro_lf,1903
5,1904,1.0173,hivpp_lf,1904
5,1905,1.0129,homeless_l,1905
5,1906,1.0257,incarcerat,1906
5,1907,1.0046999,ipv_lf,1907
5,1908,1.0111001,sexex_lf,1908
5,1909,1.0042,suicide_lf,1909
5,1910,1.01,hospitalmh,1910
5,1911,1.0343,sexab_lf,1911
5,1912,1.022,tmx5old_lf,1912
5,1913,1.1364,tmrob_lf,1913
5,1914,1.0207,tmotinj_lf,1914
5,1915,1.0107,tmotmdr_lf,1915
5,1916,1.0251,xdrug_r,1916
5,1917,nan, Residual Var.,1917
5,1918,nan,Tau,1918
6,1,1.0659,Grand Mean,1
6,2,1.0017999,age,2
6,3,1.0048,audit_c,3
6,4,1.0017,count_lf,4
6,5,1.0008,ptsd,5
6,6,1.0003,anxietyr,6
6,7,1.0029,sadr,7
6,8,1.0045,intfsocr,8
6,9,1.0003,energr,9
6,10,1.0017999,anxiety_ra,10
6,11,1.0024,srMentH,11
6,12,1.0022,srPhysH,12
6,13,1.0033,srLivSit,13
6,14,1.0042,srDrugFree,14
6,15,1.0035,srSocNet,15
6,16,1.0039999,srSexRx,16
6,17,1.0025001,ssHelp,17
6,18,1.0017999,ssEmoHelp,18
6,19,1.0010999,ssNewFri,19
6,20,1.0023,smAppFreq,20
6,21,1.0049,datingAppF,21
6,22,1.0063,losAng,22
6,23,1.0008,RaceEthnic#2,23
6,24,1.003,RaceEthnic#3,24
6,25,1.0032001,RaceEthnic#4,25
6,26,1.0008,female,26
6,27,1.0031,cis,27
6,28,1.0084,heterosexu,28
6,29,1.0027,employed,29
6,30,1.0063,poverty,30
6,31,1.0006,insured,31
6,32,1.0118001,healthProv,32
6,33,1.0174,medicalUti,33
6,34,1.0089999,erCare_re,34
6,35,1.0033,sapro_lf,35
6,36,1.0131,hivpp_lf,36
6,37,1.0032001,homeless_l,37
6,38,1.0194,incarcerat,38
6,39,1.0003999,ipv_lf,39
6,40,1.0045,sexex_lf,40
6,41,1.0067,suicide_lf,41
6,42,1.0013,hospitalmh,42
6,43,1.0044,sexab_lf,43
6,44,1.0081,tmx5old_lf,44
6,45,1.0194,tmrob_lf,45
6,46,1.0061001,tmotinj_lf,46
6,47,1.0033,tmotmdr_lf,47
6,48,1.0051,xdrug_r,48
6,49,1.0075001,smoke_lf,49
6,50,1.0045, Residual Var. ,50
6,51,1.0068001, Grand Mean,51
6,52,1.002,depression,52
6,53,1.0036,age,53
6,54,1.0045,count_lf,54
6,55,1.0012,ptsd,55
6,56,1.0031,anxietyr,56
6,57,1.0008,sadr,57
6,58,1.0008,intfsocr,58
6,59,1.0061001,energr,59
6,60,1.0017999,anxiety_ra,60
6,61,1.0006,srMentH,61
6,62,1.0002,srPhysH,62
6,63,1.002,srLivSit,63
6,64,1.0017999,srDrugFree,64
6,65,1.0003,srSocNet,65
6,66,1.0075999,srSexRx,66
6,67,1.0023,ssHelp,67
6,68,1.005,ssEmoHelp,68
6,69,1.001,ssNewFri,69
6,70,1.0006,smAppFreq,70
6,71,1.0019,datingAppF,71
6,72,1.0008,losAng,72
6,73,1.0033,RaceEthnic#2,73
6,74,1.0024,RaceEthnic#3,74
6,75,1.0014,RaceEthnic#4,75
6,76,1.0063,female,76
6,77,1.001,cis,77
6,78,1.0008,heterosexu,78
6,79,1.0203,employed,79
6,80,1.0172,poverty,80
6,81,1.0095,insured,81
6,82,1.0106,healthProv,82
6,83,1.0031,medicalUti,83
6,84,1.0058,erCare_re,84
6,85,1.0026,sapro_lf,85
6,86,1.0021,hivpp_lf,86
6,87,1.0041,homeless_l,87
6,88,1.0042,incarcerat,88
6,89,1.0045,ipv_lf,89
6,90,1.0014,sexex_lf,90
6,91,1.0086,suicide_lf,91
6,92,1.0043,hospitalmh,92
6,93,1.0102,sexab_lf,93
6,94,1.0092,tmx5old_lf,94
6,95,1.0039001,tmrob_lf,95
6,96,1.0064,tmotinj_lf,96
6,97,1.0113,tmotmdr_lf,97
6,98,1.0053,xdrug_r,98
6,99,1.0038,smoke_lf,99
6,100,1.0012, Residual Var. ,100
6,101,1.0109, Grand Mean,101
6,102,1.0051,depression,102
6,103,nan,age,103
6,104,1.0025001,audit_c,104
6,105,1.0013,ptsd,105
6,106,1.0003999,anxietyr,106
6,107,1.0008,sadr,107
6,108,1.0032001,intfsocr,108
6,109,1.0006,energr,109
6,110,1.0028,anxiety_ra,110
6,111,1.0006,srMentH,111
6,112,1.0026,srPhysH,112
6,113,1.0024,srLivSit,113
6,114,1.0041,srDrugFree,114
6,115,1.0032001,srSocNet,115
6,116,1.0010999,srSexRx,116
6,117,1.0024,ssHelp,117
6,118,1.0017999,ssEmoHelp,118
6,119,1.0009,ssNewFri,119
6,120,1.0001,smAppFreq,120
6,121,1.0043,datingAppF,121
6,122,1.0139,losAng,122
6,123,1.0043,RaceEthnic#2,123
6,124,1.003,RaceEthnic#3,124
6,125,1.003,RaceEthnic#4,125
6,126,1.0096999,female,126
6,127,1.0016,cis,127
6,128,1.0009,heterosexu,128
6,129,1.0075999,employed,129
6,130,1.0033,poverty,130
6,131,1.0458,insured,131
6,132,1.0354,healthProv,132
6,133,1.0109,medicalUti,133
6,134,1.0182,erCare_re,134
6,135,1.0065,sapro_lf,135
6,136,1.0027,hivpp_lf,136
6,137,1.0046,homeless_l,137
6,138,1.0053,incarcerat,138
6,139,1.0033,ipv_lf,139
6,140,1.0067,sexex_lf,140
6,141,1.0128,suicide_lf,141
6,142,1.0042,hospitalmh,142
6,143,1.005,sexab_lf,143
6,144,1.0057,tmx5old_lf,144
6,145,1.0123,tmrob_lf,145
6,146,1.0007,tmotinj_lf,146
6,147,1.0034,tmotmdr_lf,147
6,148,1.0013,xdrug_r,148
6,149,1.0201,smoke_lf,149
6,150,1.0098, Residual Var.,150
6,151,1.0165, Grand Mean,151
6,152,1.0013,depression,152
6,153,1.0049,age,153
6,154,1.0015,audit_c,154
6,155,1.0014,count_lf,155
6,156,1.0058,anxietyr,156
6,157,1.0007,sadr,157
6,158,1.0007,intfsocr,158
6,159,1.0023,energr,159
6,160,1.0012,anxiety_ra,160
6,161,1.0013,srMentH,161
6,162,1.0003,srPhysH,162
6,163,1.0013,srLivSit,163
6,164,1.0015,srDrugFree,164
6,165,1.0014,srSocNet,165
6,166,1.0008,srSexRx,166
6,167,1.0019,ssHelp,167
6,168,1.0022,ssEmoHelp,168
6,169,1.002,ssNewFri,169
6,170,1.0055,smAppFreq,170
6,171,1.0026,datingAppF,171
6,172,1.0021,losAng,172
6,173,1.0128,RaceEthnic#2,173
6,174,1.0075001,RaceEthnic#3,174
6,175,1.0095,RaceEthnic#4,175
6,176,1.0069,female,176
6,177,1.0028,cis,177
6,178,1.0028,heterosexu,178
6,179,1.0144,employed,179
6,180,1.0069,poverty,180
6,181,1.0422,insured,181
6,182,1.0397,healthProv,182
6,183,1.0104001,medicalUti,183
6,184,1.0007,erCare_re,184
6,185,1.0031,sapro_lf,185
6,186,1.0105,hivpp_lf,186
6,187,1.0074,homeless_l,187
6,188,1.0082,incarcerat,188
6,189,1.0032001,ipv_lf,189
6,190,1.0132,sexex_lf,190
6,191,1.0014,suicide_lf,191
6,192,1.001,hospitalmh,192
6,193,1.0023,sexab_lf,193
6,194,1.0036,tmx5old_lf,194
6,195,1.0033,tmrob_lf,195
6,196,1.0015,tmotinj_lf,196
6,197,1.0132,tmotmdr_lf,197
6,198,1.002,xdrug_r,198
6,199,1.0001,smoke_lf,199
6,200,1.0057, Residual Var.,200
6,201,1.0117, Grand Mean,201
6,202,1.0006,depression,202
6,203,1.0001,age,203
6,204,1.0046,audit_c,204
6,205,1.0019,count_lf,205
6,206,1.0007,ptsd,206
6,207,1.0010999,sadr,207
6,208,1.0017999,intfsocr,208
6,209,1.0003999,energr,209
6,210,1.0022,anxiety_ra,210
6,211,1.0057,srMentH,211
6,212,1.001,srPhysH,212
6,213,1.006,srLivSit,213
6,214,1.0065,srDrugFree,214
6,215,1.001,srSocNet,215
6,216,1.0031,srSexRx,216
6,217,1.0037,ssHelp,217
6,218,1.0032001,ssEmoHelp,218
6,219,1.0023,ssNewFri,219
6,220,1.0008,smAppFreq,220
6,221,1.0072,datingAppF,221
6,222,1.0039001,losAng,222
6,223,nan,RaceEthnic#2,223
6,224,1.0003999,RaceEthnic#3,224
6,225,1.0017,RaceEthnic#4,225
6,226,1.0053999,female,226
6,227,1.0051,cis,227
6,228,1.0046,heterosexu,228
6,229,1.003,employed,229
6,230,1.0029,poverty,230
6,231,1.0088,insured,231
6,232,1.0052,healthProv,232
6,233,1.0026,medicalUti,233
6,234,1.0082999,erCare_re,234
6,235,1.0013,sapro_lf,235
6,236,1.0055,hivpp_lf,236
6,237,1.0072,homeless_l,237
6,238,1.0196,incarcerat,238
6,239,1.0067,ipv_lf,239
6,240,1.0145,sexex_lf,240
6,241,1.0025001,suicide_lf,241
6,242,1.0021,hospitalmh,242
6,243,1.0046,sexab_lf,243
6,244,1.008,tmx5old_lf,244
6,245,1.0092,tmrob_lf,245
6,246,1.0016,tmotinj_lf,246
6,247,1.0010999,tmotmdr_lf,247
6,248,1.0093,xdrug_r,248
6,249,1.0144,smoke_lf,249
6,250,1.0013, Residual Var.,250
6,251,1.0143, Grand Mean,251
6,252,1.003,depression,252
6,253,1.0010999,age,253
